	Period,Sender,Receiver,Type,Points,Profit,ID,Group,TypeP,Group1_ID,Group2_ID
7,14,16,1,0,142.2,2,2,1,2,0
7,15,9,1,0,142.2,3,2,1,3,0
7,15,10,1,0,142.2,1,2,1,1,0
7,15,12,1,0,142.2,5,2,1,5,0
7,15,13,1,0,142.2,4,2,1,4,0
7,15,16,1,0,142.2,2,2,1,2,0
7,16,9,1,0,142.2,3,2,1,3,0
7,16,10,1,0,142.2,1,2,1,1,0
7,16,12,1,0,142.2,5,2,1,5,0
7,16,13,1,0,142.2,4,2,1,4,0
7,2,1,2,0,158.4,2,1,1,0,2
7,3,1,2,0,158.4,2,1,1,0,2
7,4,1,2,0,158.4,2,1,1,0,2
7,5,1,2,0,158.4,2,1,1,0,2
7,6,1,2,0,158.4,2,1,1,0,2
7,7,1,2,0,158.4,2,1,1,0,2
7,8,1,2,0,158.4,2,1,1,0,2
7,9,14,2,15,154.8,3,2,1,0,3
