Treatment,Period,Subject,Group,Profit,TotalProfit,Type,Group1_ID,Group2_ID,Investment,sumInvestment,sumInvestmentGroup1,sumInvestmentGroup2,Profit1_Public_Total,Profit1_Private,Profit1_Public,Fixed,Profit1,TypeP,Assigned,ReceivedPoints,Received,Reduction,Profit2
ZERO,14,10,2,127.2,2151.4,1,5,0,8,68,44,24,258.4,8,30.4,88.8,127.2,1,0,0,0,0,127.2
ZERO,14,11,2,125.4,1940.8,1,2,0,7,68,44,24,258.4,10,26.6,88.8,125.4,1,0,0,0,0,125.4
ZERO,14,12,2,130.8,2022.8,1,1,0,10,68,44,24,258.4,4,38,88.8,130.8,1,0,0,0,0,130.8
ZERO,14,13,2,121.8,2054,2,0,3,5,68,44,24,258.4,14,19,88.8,121.8,0,0,0,0,0,121.8
ZERO,14,14,2,125.4,1974.6,1,3,0,7,68,44,24,258.4,10,26.6,88.8,125.4,1,0,0,0,0,125.4
ZERO,14,15,2,134.4,2054,1,4,0,12,68,44,24,258.4,0,45.6,88.8,134.4,1,0,0,0,0,134.4
ZERO,14,16,2,125.4,2245.8,2,0,1,7,68,44,24,258.4,10,26.6,88.8,125.4,0,0,0,0,0,125.4
ZERO,15,1,1,153.6,2940.6,2,0,2,12,64,36,28,345.6,0,64.8,88.8,153.6,0,0,0,0,0,153.6
ZERO,15,2,1,146.8,2417.4,2,0,1,10,64,36,28,345.6,4,54,88.8,146.8,0,0,0,0,0,146.8
ZERO,15,3,1,126.4,2114.6,1,3,0,4,64,36,28,345.6,16,21.6,88.8,126.4,1,0,0,0,0,126.4
ZERO,15,4,1,126.4,2179.8,1,2,0,4,64,36,28,345.6,16,21.6,88.8,126.4,1,0,0,0,0,126.4
ZERO,15,5,1,116.4,2187.2,1,5,0,4,64,36,28,345.6,16,21.6,88.8,126.4,1,10,0,0,10,116.4
ZERO,15,6,1,133.2,2373.6,2,0,3,6,64,36,28,345.6,12,32.4,88.8,133.2,0,0,0,0,0,133.2
ZERO,15,7,1,138.6,2047.2,1,1,0,12,64,36,28,345.6,0,64.8,88.8,153.6,1,0,5,15,15,138.6
ZERO,15,8,1,138.6,2130.8,1,4,0,12,64,36,28,345.6,0,64.8,88.8,153.6,1,0,5,15,15,138.6
ZERO,15,9,2,168,2764.8,2,0,2,12,61,33,28,402.6,0,79.2,88.8,168,0,0,0,0,0,168
ZERO,15,10,2,149.6,2301,1,5,0,8,61,33,28,402.6,8,52.8,88.8,149.6,1,0,0,0,0,149.6
ZERO,15,11,2,145,2085.8,1,2,0,7,61,33,28,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,15,12,2,135.8,2158.6,1,1,0,5,61,33,28,402.6,14,33,88.8,135.8,1,0,0,0,0,135.8
ZERO,15,13,2,149.6,2203.6,2,0,3,8,61,33,28,402.6,8,52.8,88.8,149.6,0,0,0,0,0,149.6
ZERO,15,14,2,135.8,2110.4,1,3,0,5,61,33,28,402.6,14,33,88.8,135.8,1,0,0,0,0,135.8
ZERO,15,15,2,149.6,2203.6,1,4,0,8,61,33,28,402.6,8,52.8,88.8,149.6,1,0,0,0,0,149.6
ZERO,15,16,2,149.6,2395.4,2,0,1,8,61,33,28,402.6,8,52.8,88.8,149.6,0,0,0,0,0,149.6
ZERO,1,1,3,185.8,185.8,1,4,0,5,36,28,8,597.6,14,83,88.8,185.8,1,0,0,0,0,185.8
ZERO,1,2,3,181.8,181.8,1,5,0,5,36,28,8,597.6,14,83,88.8,185.8,1,4,0,0,4,181.8
ZERO,1,3,3,142,142,2,0,3,2,36,28,8,597.6,20,33.2,88.8,142,0,0,0,0,0,142
ZERO,1,4,3,185.8,185.8,1,3,0,5,36,28,8,597.6,14,83,88.8,185.8,1,0,0,0,0,185.8
ZERO,1,5,3,156.6,156.6,2,0,2,3,36,28,8,597.6,18,49.8,88.8,156.6,0,0,0,0,0,156.6
ZERO,1,6,3,185.8,185.8,1,2,0,5,36,28,8,597.6,14,83,88.8,185.8,1,0,0,0,0,185.8
ZERO,1,7,3,217.6,217.6,1,1,0,8,36,28,8,597.6,8,132.8,88.8,229.6,1,0,4,12,12,217.6
ZERO,1,8,3,156.6,156.6,2,0,1,3,36,28,8,597.6,18,49.8,88.8,156.6,0,0,0,0,0,156.6
ZERO,1,9,4,152,152,2,0,2,4,48,33,15,566.4,16,47.2,88.8,152,0,0,0,0,0,152
ZERO,1,10,4,158.8,158.8,1,3,0,5,48,33,15,566.4,14,59,88.8,161.8,1,3,0,0,3,158.8
ZERO,1,11,4,221.4,221.4,1,1,0,12,48,33,15,566.4,0,141.6,88.8,230.4,1,0,3,9,9,221.4
ZERO,1,12,4,161.8,161.8,2,0,1,5,48,33,15,566.4,14,59,88.8,161.8,0,0,0,0,0,161.8
ZERO,1,13,4,161.8,161.8,1,2,0,5,48,33,15,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
ZERO,1,14,4,161.8,161.8,1,4,0,5,48,33,15,566.4,14,59,88.8,161.8,1,0,0,0,0,161.8
ZERO,1,15,4,171.6,171.6,1,5,0,6,48,33,15,566.4,12,70.8,88.8,171.6,1,0,0,0,0,171.6
ZERO,1,16,4,171.6,171.6,2,0,3,6,48,33,15,566.4,12,70.8,88.8,171.6,0,0,0,0,0,171.6
ZERO,2,1,3,183.8,369.6,1,4,0,8,40,28,12,600,8,120,88.8,216.8,1,0,11,33,33,183.8
ZERO,2,2,3,175.8,357.6,1,5,0,5,40,28,12,600,14,75,88.8,177.8,1,2,0,0,2,175.8
ZERO,2,3,3,151.8,293.8,2,0,3,3,40,28,12,600,18,45,88.8,151.8,0,0,0,0,0,151.8
ZERO,2,4,3,177.8,363.6,1,3,0,5,40,28,12,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,2,5,3,177.8,334.4,2,0,2,5,40,28,12,600,14,75,88.8,177.8,0,0,0,0,0,177.8
ZERO,2,6,3,177.8,363.6,1,2,0,5,40,28,12,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,2,7,3,168.8,386.4,1,1,0,5,40,28,12,600,14,75,88.8,177.8,1,9,0,0,9,168.8
ZERO,2,8,3,164.8,321.4,2,0,1,4,40,28,12,600,16,60,88.8,164.8,0,0,0,0,0,164.8
ZERO,2,9,4,130.2,282.2,2,0,2,3,58,42,16,452.4,18,23.4,88.8,130.2,0,0,0,0,0,130.2
ZERO,2,10,4,146.4,305.2,1,3,0,7,58,42,16,452.4,10,54.6,88.8,153.4,1,4,1,3,7,146.4
ZERO,2,11,4,170.4,391.8,1,1,0,12,58,42,16,452.4,0,93.6,88.8,182.4,1,3,3,9,12,170.4
ZERO,2,12,4,141.8,303.6,2,0,1,5,58,42,16,452.4,14,39,88.8,141.8,0,0,0,0,0,141.8
ZERO,2,13,4,170.4,332.2,1,2,0,12,58,42,16,452.4,0,93.6,88.8,182.4,1,0,4,12,12,170.4
ZERO,2,14,4,142.6,304.4,1,4,0,6,58,42,16,452.4,12,46.8,88.8,147.6,1,2,1,3,5,142.6
ZERO,2,15,4,141.8,313.4,1,5,0,5,58,42,16,452.4,14,39,88.8,141.8,1,0,0,0,0,141.8
ZERO,2,16,4,159.2,330.8,2,0,3,8,58,42,16,452.4,8,62.4,88.8,159.2,0,0,0,0,0,159.2
ZERO,3,1,3,183.8,553.4,1,4,0,5,37,25,12,599.4,14,81,88.8,183.8,1,0,0,0,0,183.8
ZERO,3,2,3,183.8,541.4,1,5,0,5,37,25,12,599.4,14,81,88.8,183.8,1,0,0,0,0,183.8
ZERO,3,3,3,155.4,449.2,2,0,3,3,37,25,12,599.4,18,48.6,88.8,155.4,0,0,0,0,0,155.4
ZERO,3,4,3,183.8,547.4,1,3,0,5,37,25,12,599.4,14,81,88.8,183.8,1,0,0,0,0,183.8
ZERO,3,5,3,183.8,518.2,2,0,2,5,37,25,12,599.4,14,81,88.8,183.8,0,0,0,0,0,183.8
ZERO,3,6,3,183.8,547.4,1,2,0,5,37,25,12,599.4,14,81,88.8,183.8,1,0,0,0,0,183.8
ZERO,3,7,3,183.8,570.2,1,1,0,5,37,25,12,599.4,14,81,88.8,183.8,1,0,0,0,0,183.8
ZERO,3,8,3,169.6,491,2,0,1,4,37,25,12,599.4,16,64.8,88.8,169.6,0,0,0,0,0,169.6
ZERO,3,9,4,153.6,435.8,2,0,2,4,47,35,12,573.4,16,48.8,88.8,153.6,0,0,0,0,0,153.6
ZERO,3,10,4,184.2,489.4,1,3,0,7,47,35,12,573.4,10,85.4,88.8,184.2,1,0,0,0,0,184.2
ZERO,3,11,4,184.2,576,1,1,0,7,47,35,12,573.4,10,85.4,88.8,184.2,1,0,0,0,0,184.2
ZERO,3,12,4,163.8,467.4,2,0,1,5,47,35,12,573.4,14,61,88.8,163.8,0,0,0,0,0,163.8
ZERO,3,13,4,184.2,516.4,1,2,0,7,47,35,12,573.4,10,85.4,88.8,184.2,1,0,0,0,0,184.2
ZERO,3,14,4,184.2,488.6,1,4,0,7,47,35,12,573.4,10,85.4,88.8,184.2,1,0,0,0,0,184.2
ZERO,3,15,4,184.2,497.6,1,5,0,7,47,35,12,573.4,10,85.4,88.8,184.2,1,0,0,0,0,184.2
ZERO,3,16,4,143.4,474.2,2,0,3,3,47,35,12,573.4,18,36.6,88.8,143.4,0,0,0,0,0,143.4
ZERO,4,1,3,177.8,731.2,1,4,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,4,2,3,177.8,719.2,1,5,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,4,3,3,164.8,614,2,0,3,4,40,25,15,600,16,60,88.8,164.8,0,0,0,0,0,164.8
ZERO,4,4,3,177.8,725.2,1,3,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,4,5,3,203.8,722,2,0,2,7,40,25,15,600,10,105,88.8,203.8,0,0,0,0,0,203.8
ZERO,4,6,3,177.8,725.2,1,2,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,4,7,3,177.8,748,1,1,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,4,8,3,164.8,655.8,2,0,1,4,40,25,15,600,16,60,88.8,164.8,0,0,0,0,0,164.8
ZERO,4,9,4,149.6,585.4,2,0,2,8,61,36,25,402.6,8,52.8,88.8,149.6,0,0,0,0,0,149.6
ZERO,4,10,4,146.6,636,1,3,0,8,61,36,25,402.6,8,52.8,88.8,149.6,1,0,1,3,3,146.6
ZERO,4,11,4,144,720,1,1,0,7,61,36,25,402.6,10,46.2,88.8,145,1,1,0,0,1,144
ZERO,4,12,4,135.8,603.2,2,0,1,5,61,36,25,402.6,14,33,88.8,135.8,0,0,0,0,0,135.8
ZERO,4,13,4,145,661.4,1,2,0,7,61,36,25,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,4,14,4,145,633.6,1,4,0,7,61,36,25,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,4,15,4,145,642.6,1,5,0,7,61,36,25,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,4,16,4,168,642.2,2,0,3,12,61,36,25,402.6,0,79.2,88.8,168,0,0,0,0,0,168
ZERO,5,1,3,181.8,913,1,4,0,5,38,25,13,600.4,14,79,88.8,181.8,1,0,0,0,0,181.8
ZERO,5,2,3,181.8,901,1,5,0,5,38,25,13,600.4,14,79,88.8,181.8,1,0,0,0,0,181.8
ZERO,5,3,3,168,782,2,0,3,4,38,25,13,600.4,16,63.2,88.8,168,0,0,0,0,0,168
ZERO,5,4,3,181.8,907,1,3,0,5,38,25,13,600.4,14,79,88.8,181.8,1,0,0,0,0,181.8
ZERO,5,5,3,195.6,917.6,2,0,2,6,38,25,13,600.4,12,94.8,88.8,195.6,0,0,0,0,0,195.6
ZERO,5,6,3,181.8,907,1,2,0,5,38,25,13,600.4,14,79,88.8,181.8,1,0,0,0,0,181.8
ZERO,5,7,3,181.8,929.8,1,1,0,5,38,25,13,600.4,14,79,88.8,181.8,1,0,0,0,0,181.8
ZERO,5,8,3,154.2,810,2,0,1,3,38,25,13,600.4,18,47.4,88.8,154.2,0,0,0,0,0,154.2
ZERO,5,9,4,122,707.4,2,0,2,2,61,42,19,402.6,20,13.2,88.8,122,0,0,0,0,0,122
ZERO,5,10,4,154.2,790.2,1,3,0,9,61,42,19,402.6,6,59.4,88.8,154.2,1,0,0,0,0,154.2
ZERO,5,11,4,149.6,869.6,1,1,0,8,61,42,19,402.6,8,52.8,88.8,149.6,1,0,0,0,0,149.6
ZERO,5,12,4,168,771.2,2,0,1,12,61,42,19,402.6,0,79.2,88.8,168,0,0,0,0,0,168
ZERO,5,13,4,154.2,815.6,1,2,0,9,61,42,19,402.6,6,59.4,88.8,154.2,1,0,0,0,0,154.2
ZERO,5,14,4,149.6,783.2,1,4,0,8,61,42,19,402.6,8,52.8,88.8,149.6,1,0,0,0,0,149.6
ZERO,5,15,4,149.6,792.2,1,5,0,8,61,42,19,402.6,8,52.8,88.8,149.6,1,0,0,0,0,149.6
ZERO,5,16,4,135.8,778,2,0,3,5,61,42,19,402.6,14,33,88.8,135.8,0,0,0,0,0,135.8
ZERO,6,1,3,179.8,1092.8,1,4,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,6,2,3,179.8,1080.8,1,5,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,6,3,3,179.8,961.8,2,0,3,5,39,25,14,600.6,14,77,88.8,179.8,0,0,0,0,0,179.8
ZERO,6,4,3,179.8,1086.8,1,3,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,6,5,3,179.8,1097.4,2,0,2,5,39,25,14,600.6,14,77,88.8,179.8,0,0,0,0,0,179.8
ZERO,6,6,3,179.8,1086.8,1,2,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,6,7,3,179.8,1109.6,1,1,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,6,8,3,166.4,976.4,2,0,1,4,39,25,14,600.6,16,61.6,88.8,166.4,0,0,0,0,0,166.4
ZERO,6,9,4,146.8,854.2,2,0,2,10,64,40,24,345.6,4,54,88.8,146.8,0,0,0,0,0,146.8
ZERO,6,10,4,143.4,933.6,1,3,0,9,64,40,24,345.6,6,48.6,88.8,143.4,1,0,0,0,0,143.4
ZERO,6,11,4,133.2,1002.8,1,1,0,6,64,40,24,345.6,12,32.4,88.8,133.2,1,0,0,0,0,133.2
ZERO,6,12,4,129.8,901,2,0,1,5,64,40,24,345.6,14,27,88.8,129.8,0,0,0,0,0,129.8
ZERO,6,13,4,140,955.6,1,2,0,8,64,40,24,345.6,8,43.2,88.8,140,1,0,0,0,0,140
ZERO,6,14,4,143.4,926.6,1,4,0,9,64,40,24,345.6,6,48.6,88.8,143.4,1,0,0,0,0,143.4
ZERO,6,15,4,140,932.2,1,5,0,8,64,40,24,345.6,8,43.2,88.8,140,1,0,0,0,0,140
ZERO,6,16,4,143.4,921.4,2,0,3,9,64,40,24,345.6,6,48.6,88.8,143.4,0,0,0,0,0,143.4
ZERO,7,1,3,173.8,1266.6,1,4,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,7,2,3,173.8,1254.6,1,5,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,7,3,3,186,1147.8,2,0,3,6,42,25,17,596.4,12,85.2,88.8,186,0,0,0,0,0,186
ZERO,7,4,3,173.8,1260.6,1,3,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,7,5,3,198.2,1295.6,2,0,2,7,42,25,17,596.4,10,99.4,88.8,198.2,0,0,0,0,0,198.2
ZERO,7,6,3,173.8,1260.6,1,2,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,7,7,3,173.8,1283.4,1,1,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,7,8,3,161.6,1138,2,0,1,4,42,25,17,596.4,16,56.8,88.8,161.6,0,0,0,0,0,161.6
ZERO,7,9,4,132.4,986.6,2,0,2,2,48,35,13,566.4,20,23.6,88.8,132.4,0,0,0,0,0,132.4
ZERO,7,10,4,181.4,1115,1,3,0,7,48,35,13,566.4,10,82.6,88.8,181.4,1,0,0,0,0,181.4
ZERO,7,11,4,181.4,1184.2,1,1,0,7,48,35,13,566.4,10,82.6,88.8,181.4,1,0,0,0,0,181.4
ZERO,7,12,4,161.8,1062.8,2,0,1,5,48,35,13,566.4,14,59,88.8,161.8,0,0,0,0,0,161.8
ZERO,7,13,4,181.4,1137,1,2,0,7,48,35,13,566.4,10,82.6,88.8,181.4,1,0,0,0,0,181.4
ZERO,7,14,4,181.4,1108,1,4,0,7,48,35,13,566.4,10,82.6,88.8,181.4,1,0,0,0,0,181.4
ZERO,7,15,4,181.4,1113.6,1,5,0,7,48,35,13,566.4,10,82.6,88.8,181.4,1,0,0,0,0,181.4
ZERO,7,16,4,171.6,1093,2,0,3,6,48,35,13,566.4,12,70.8,88.8,171.6,0,0,0,0,0,171.6
ZERO,8,1,3,179.8,1446.4,1,4,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,8,2,3,179.8,1434.4,1,5,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,8,3,3,193.2,1341,2,0,3,6,39,25,14,600.6,12,92.4,88.8,193.2,0,0,0,0,0,193.2
ZERO,8,4,3,179.8,1440.4,1,3,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,8,5,3,179.8,1475.4,2,0,2,5,39,25,14,600.6,14,77,88.8,179.8,0,0,0,0,0,179.8
ZERO,8,6,3,179.8,1440.4,1,2,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,8,7,3,179.8,1463.2,1,1,0,5,39,25,14,600.6,14,77,88.8,179.8,1,0,0,0,0,179.8
ZERO,8,8,3,153,1291,2,0,1,3,39,25,14,600.6,18,46.2,88.8,153,0,0,0,0,0,153
ZERO,8,9,4,121,1107.6,2,0,2,1,52,36,16,530.4,22,10.2,88.8,121,0,0,0,0,0,121
ZERO,8,10,4,170.2,1285.2,1,3,0,7,52,36,16,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
ZERO,8,11,4,170.2,1354.4,1,1,0,7,52,36,16,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
ZERO,8,12,4,153.8,1216.6,2,0,1,5,52,36,16,530.4,14,51,88.8,153.8,0,0,0,0,0,153.8
ZERO,8,13,4,170.2,1307.2,1,2,0,7,52,36,16,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
ZERO,8,14,4,178.4,1286.4,1,4,0,8,52,36,16,530.4,8,81.6,88.8,178.4,1,0,0,0,0,178.4
ZERO,8,15,4,170.2,1283.8,1,5,0,7,52,36,16,530.4,10,71.4,88.8,170.2,1,0,0,0,0,170.2
ZERO,8,16,4,194.8,1287.8,2,0,3,10,52,36,16,530.4,4,102,88.8,194.8,0,0,0,0,0,194.8
ZERO,9,1,3,163.8,1610.2,1,4,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
ZERO,9,2,3,163.8,1598.2,1,5,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
ZERO,9,3,3,184.2,1525.2,2,0,3,7,47,25,22,573.4,10,85.4,88.8,184.2,0,0,0,0,0,184.2
ZERO,9,4,3,163.8,1604.2,1,3,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
ZERO,9,5,3,214.8,1690.2,2,0,2,10,47,25,22,573.4,4,122,88.8,214.8,0,0,0,0,0,214.8
ZERO,9,6,3,163.8,1604.2,1,2,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
ZERO,9,7,3,163.8,1627,1,1,0,5,47,25,22,573.4,14,61,88.8,163.8,1,0,0,0,0,163.8
ZERO,9,8,3,163.8,1454.8,2,0,1,5,47,25,22,573.4,14,61,88.8,163.8,0,0,0,0,0,163.8
ZERO,9,9,4,168,1275.6,2,0,2,12,61,33,28,402.6,0,79.2,88.8,168,0,0,0,0,0,168
ZERO,9,10,4,145,1430.2,1,3,0,7,61,33,28,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,9,11,4,145,1499.4,1,1,0,7,61,33,28,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,9,12,4,140.4,1357,2,0,1,6,61,33,28,402.6,12,39.6,88.8,140.4,0,0,0,0,0,140.4
ZERO,9,13,4,140.4,1447.6,1,2,0,6,61,33,28,402.6,12,39.6,88.8,140.4,1,0,0,0,0,140.4
ZERO,9,14,4,140.4,1426.8,1,4,0,6,61,33,28,402.6,12,39.6,88.8,140.4,1,0,0,0,0,140.4
ZERO,9,15,4,145,1428.8,1,5,0,7,61,33,28,402.6,10,46.2,88.8,145,1,0,0,0,0,145
ZERO,9,16,4,158.8,1446.6,2,0,3,10,61,33,28,402.6,4,66,88.8,158.8,0,0,0,0,0,158.8
ZERO,10,1,3,177.8,1788,1,4,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,10,2,3,177.8,1776,1,5,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,10,3,3,203.8,1729,2,0,3,7,40,25,15,600,10,105,88.8,203.8,0,0,0,0,0,203.8
ZERO,10,4,3,177.8,1782,1,3,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,10,5,3,164.8,1855,2,0,2,4,40,25,15,600,16,60,88.8,164.8,0,0,0,0,0,164.8
ZERO,10,6,3,177.8,1782,1,2,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,10,7,3,177.8,1804.8,1,1,0,5,40,25,15,600,14,75,88.8,177.8,1,0,0,0,0,177.8
ZERO,10,8,3,164.8,1619.6,2,0,1,4,40,25,15,600,16,60,88.8,164.8,0,0,0,0,0,164.8
ZERO,10,9,4,147,1422.6,2,0,2,3,44,35,9,589.6,18,40.2,88.8,147,0,0,0,0,0,147
ZERO,10,10,4,204,1634.2,1,3,0,8,44,35,9,589.6,8,107.2,88.8,204,1,0,0,0,0,204
ZERO,10,11,4,192.6,1692,1,1,0,7,44,35,9,589.6,10,93.8,88.8,192.6,1,0,0,0,0,192.6
ZERO,10,12,4,169.8,1526.8,2,0,1,5,44,35,9,589.6,14,67,88.8,169.8,0,0,0,0,0,169.8
ZERO,10,13,4,181.2,1628.8,1,2,0,6,44,35,9,589.6,12,80.4,88.8,181.2,1,0,0,0,0,181.2
ZERO,10,14,4,204,1630.8,1,4,0,8,44,35,9,589.6,8,107.2,88.8,204,1,0,0,0,0,204
ZERO,10,15,4,181.2,1610,1,5,0,6,44,35,9,589.6,12,80.4,88.8,181.2,1,0,0,0,0,181.2
ZERO,10,16,4,124.2,1570.8,2,0,3,1,44,35,9,589.6,22,13.4,88.8,124.2,0,0,0,0,0,124.2
ZERO,11,1,3,173.8,1961.8,1,4,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,11,2,3,173.8,1949.8,1,5,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,11,3,3,198.2,1927.2,2,0,3,7,42,25,17,596.4,10,99.4,88.8,198.2,0,0,0,0,0,198.2
ZERO,11,4,3,173.8,1955.8,1,3,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,11,5,3,186,2041,2,0,2,6,42,25,17,596.4,12,85.2,88.8,186,0,0,0,0,0,186
ZERO,11,6,3,173.8,1955.8,1,2,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,11,7,3,173.8,1978.6,1,1,0,5,42,25,17,596.4,14,71,88.8,173.8,1,0,0,0,0,173.8
ZERO,11,8,3,161.6,1781.2,2,0,1,4,42,25,17,596.4,16,56.8,88.8,161.6,0,0,0,0,0,161.6
ZERO,11,9,4,148.8,1571.4,2,0,2,4,50,30,20,550,16,44,88.8,148.8,0,0,0,0,0,148.8
ZERO,11,10,4,166.8,1801,1,3,0,6,50,30,20,550,12,66,88.8,166.8,1,0,0,0,0,166.8
ZERO,11,11,4,166.8,1858.8,1,1,0,6,50,30,20,550,12,66,88.8,166.8,1,0,0,0,0,166.8
ZERO,11,12,4,157.8,1684.6,2,0,1,5,50,30,20,550,14,55,88.8,157.8,0,0,0,0,0,157.8
ZERO,11,13,4,166.8,1795.6,1,2,0,6,50,30,20,550,12,66,88.8,166.8,1,0,0,0,0,166.8
ZERO,11,14,4,166.8,1797.6,1,4,0,6,50,30,20,550,12,66,88.8,166.8,1,0,0,0,0,166.8
ZERO,11,15,4,166.8,1776.8,1,5,0,6,50,30,20,550,12,66,88.8,166.8,1,0,0,0,0,166.8
ZERO,11,16,4,211.8,1782.6,2,0,3,11,50,30,20,550,2,121,88.8,211.8,0,0,0,0,0,211.8
ZERO,12,1,3,171.8,2133.6,1,4,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,12,2,3,171.8,2121.6,1,5,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,12,3,3,183.6,2110.8,2,0,3,6,43,25,18,593.4,12,82.8,88.8,183.6,0,0,0,0,0,183.6
ZERO,12,4,3,171.8,2127.6,1,3,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,12,5,3,195.4,2236.4,2,0,2,7,43,25,18,593.4,10,96.6,88.8,195.4,0,0,0,0,0,195.4
ZERO,12,6,3,171.8,2127.6,1,2,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,12,7,3,171.8,2150.4,1,1,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,12,8,3,171.8,1953,2,0,1,5,43,25,18,593.4,14,69,88.8,171.8,0,0,0,0,0,171.8
ZERO,12,9,4,151.8,1723.2,2,0,2,5,53,31,22,519.4,14,49,88.8,151.8,0,0,0,0,0,151.8
ZERO,12,10,4,159.6,1960.6,1,3,0,6,53,31,22,519.4,12,58.8,88.8,159.6,1,0,0,0,0,159.6
ZERO,12,11,4,159.6,2018.4,1,1,0,6,53,31,22,519.4,12,58.8,88.8,159.6,1,0,0,0,0,159.6
ZERO,12,12,4,151.8,1836.4,2,0,1,5,53,31,22,519.4,14,49,88.8,151.8,0,0,0,0,0,151.8
ZERO,12,13,4,159.6,1955.2,1,2,0,6,53,31,22,519.4,12,58.8,88.8,159.6,1,0,0,0,0,159.6
ZERO,12,14,4,167.4,1965,1,4,0,7,53,31,22,519.4,10,68.6,88.8,167.4,1,0,0,0,0,167.4
ZERO,12,15,4,159.6,1936.4,1,5,0,6,53,31,22,519.4,12,58.8,88.8,159.6,1,0,0,0,0,159.6
ZERO,12,16,4,206.4,1989,2,0,3,12,53,31,22,519.4,0,117.6,88.8,206.4,0,0,0,0,0,206.4
ZERO,13,1,3,171.8,2305.4,1,4,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,13,2,3,171.8,2293.4,1,5,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
ZERO,13,3,3,183.6,2294.4,2,0,3,6,43,25,18,593.4,12,82.8,88.8,183.6,0,0,0,0,0,183.6
ZERO,13,4,3,171.8,2299.4,1,3,0,5,43,25,18,593.4,14,69,88.8,171.8,1,0,0,0,0,171.8
